COM COD,COURSE NO.,COURSE TITLE,CREDITS,SEC,ROOM,DAYS & HOURS,INSTRUCTOR,MIDSEM,COMPRE
1240,EEE F243,SIGNALS & SYSTEMS,3---3,T1,5101,F 9,Syed Mohammad Zafaruddin,09/03 FN1,02/05 FN
1240,EEE F243,SIGNALS & SYSTEMS,3---3,T2,5102,F 9,Sambangi Ramesh,09/03 FN1,02/05 FN
1240,EEE F243,SIGNALS & SYSTEMS,3---3,T3,5105,F 9,Pankaj Arora,09/03 FN1,02/05 FN
1240,EEE F243,SIGNALS & SYSTEMS,3---3,T4,5106,F 9,Pawan Kamalkishor Ajmera,09/03 FN1,02/05 FN
1240,EEE F243,SIGNALS & SYSTEMS,3---3,T5,1202,F 9,Dinesh Rano,09/03 FN1,02/05 FN
1241,EEE F244,MICROELECTRONIC CIRCUITS,3---3,L1,5101,M W 4 T 10,ANU GUPTA,12/03 FN1,11/05 FN
1241,EEE F244,MICROELECTRONIC CIRCUITS,3---3,L2,1227,M W 4 T 10,Neeraj Mishra,12/03 FN1,11/05 FN
1241,EEE F244,MICROELECTRONIC CIRCUITS,3---3,T1,5101,F 1,Neeraj Mishra,12/03 FN1,11/05 FN
1241,EEE F244,MICROELECTRONIC CIRCUITS,3---3,T2,5106,F 1,Nitin Chaturvedi,12/03 FN1,11/05 FN
1241,EEE F244,MICROELECTRONIC CIRCUITS,3---3,T3,5102,F 1,Govind Prasad,12/03 FN1,11/05 FN
1241,EEE F244,MICROELECTRONIC CIRCUITS,3---3,T4,1201,F 1,Sambangi Ramesh,12/03 FN1,11/05 FN
1241,EEE F244,MICROELECTRONIC CIRCUITS,3---3,T5,1234,F 1,Prashant Kumar,12/03 FN1,11/05 FN
1900,EEE F246,E & E CIRCUIT LABORATORY,--2-2,P1,2139,S 1 2 3,"YENUGANTI SUJAN, KM Neeraj(RS)",,
1900,EEE F246,E & E CIRCUIT LABORATORY,--2-2,P2,2139,W 9 10 11,"Yenuganti Sujan, Nimisha Bharti(RS)",,
1657,EEE F266,STUDY PROJECT,----3,L1,,,NAVNEET GUPTA,,
1244,EEE F312,POWER SYSTEMS,3---3,L1,6163,T Th F 5,HARI OM BANSAL,11/03 FN1,08/05 FN
1244,EEE F312,POWER SYSTEMS,3---3,T1,1203,W 1,Hari Om Bansal,11/03 FN1,08/05 FN
1244,EEE F312,POWER SYSTEMS,3---3,T2,1205,W 1,Rajneesh Kumar,11/03 FN1,08/05 FN
1244,EEE F312,POWER SYSTEMS,3---3,T3,1202,W 1,Dheerendra Singh,11/03 FN1,08/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,L1,6109,M W 3 Th 9,ARNAB HAZRA,14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,L2,5101,M W 3 Th 9,V K Chaubey,14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,T1,1205,T 9,Nitin Chaturvedi,14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,T2,1202,T 9,Satyendra Kumar Mourya,14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,T3,1204,T 9,Govind Prasad,14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,T4,1226,T 9,Shubha Sharma,14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,T5,1223,T 9,Praveen Kumar A.V.,14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,T6,1201,T 9,Arnab Hazra,14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,P1,2241,F 1 2,"Khichar Anita Omprakash(RS), Rohit Kumar(RS)",14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,P2,2241,M 4 5,"Khichar Anita Omprakash(RS), Rejaul(RS)",14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,P3,2241,M 1 2,"Rohit Kumar(RS), Shubham Garg(RS)",14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,P4,2241,T 1 2,"Sudhir Kumar(RS), Laveena Dadhich(RS)",14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,P5,2241,T 7 8,"Shreya Chandravanshi(RS), Nilesh Jaiswal(RS)",14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,P6,2241,Th 1 2,"Ananya Garg(RS), Arvind Kumar(RS)",14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,P7,2241,Th 7 8,"Nilesh Jaiswal(RS), Kadam Aparajita Dnyan..(RS)",14/03 AN1,16/05 FN
1245,EEE F341,ANALOG ELECTRONICS,3-1-4,P8,2241,W 7 8,"Shubham Garg(RS), Nimisha Bharti(RS)",14/03 AN1,16/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,L1,5106,T Th F 4,DHEERENDRA SINGH,09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,L2,6108,T Th F 4,Rajneesh Kumar,09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,T1,1202,M 1,Rajneesh Kumar,09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,T2,1204,M 1,Dheerendra Singh,09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,T3,1226,M 1,Ashish Patel .,09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,T4,1223,M 1,Aditya Raw Gautam,09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,P1,2119,F 1 2,"Shubham Tiwary(RS), Manmahendra Singh Daksh(RS)",09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,P2,2119,F 7 8,"Shubham Tiwary(RS), Aakarshan Pratik Chau..(RS)",09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,P3,2119,T 1 2,"Shubham Priyadarshi(RS), Manmahendra Singh Daksh(RS)",09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,P4,2119,T 7 8,"Vedant Vyas(RS), Ujjwala Rai(RS)",09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,P5,2119,Th 1 2,"Shubham Priyadarshi(RS), Aakarshan Pratik Chau..(RS)",09/03 AN1,04/05 FN
1246,EEE F342,POWER ELECTRONICS,3-1-4,P6,2119,Th 7 8,"Ankiet Saxena(RS), Surabhi Singh(RS)",09/03 AN1,04/05 FN
1902,EEE F348,FPGA BASED SYSTEM DESIGN LAB,--2-2,L1,,,GOVIND PRASAD,,
1902,EEE F348,FPGA BASED SYSTEM DESIGN LAB,--2-2,P1,2211,T 7 8,"Ankit Sharma(RS), Saurabh Naresh Tanwar(RS)",,
1902,EEE F348,FPGA BASED SYSTEM DESIGN LAB,--2-2,P2,2211,Th 7 8,"Aishwarya Tomar(RS), Raman(RS)",,
1731,EEE F366,LABORATORY PROJECT,----3,L1,,,NAVNEET GUPTA,,
1742,EEE F367,LABORATORY PROJECT,----3,L1,,,NAVNEET GUPTA,,
1691,EEE F376,DESIGN PROJECT,----3,L1,,,NAVNEET GUPTA,,
1758,EEE F377,DESIGN PROJECT,----3,L1,,,NAVNEET GUPTA,,
1260,EEE F416,DIGITAL COMMUNICATION,3---3,L1,1231,M W F 9,SHARDA TRIPATHI,11/03 AN1,09/05 FN
2445,EEE F419,FLEXIBLE AND STRETCHABLE ELECT,3-1-4,L1,6153,T Th F 3,NAVNEET GUPTA,10/03 AN1,06/05 FN
2445,EEE F419,FLEXIBLE AND STRETCHABLE ELECT,3-1-4,P1,2209,T 7 8,"KM Neeraj(RS), Himanshi Chaudhary(RS)",10/03 AN1,06/05 FN
2496,EEE F424,SMART GRID FOR SUSTAIN ENERGY,3---3,L1,1222,M 10 T Th 2,HITESH DATT MATHUR,09/03 FN1,02/05 FN
2499,EEE F430,"GREEN COMMUNICATIONS & NETWORK",3---3,L1,1203,M W 5 Th 10,SAINATH BITRAGUNTA,13/03 AN1,14/05 FN
1250,EEE F431,MOBILE TELECOM NETWORKS,3---3,L1,1204,M W 5 Th 10,SANDEEP JOSHI,13/03 AN1,14/05 FN
1247,EEE F432,MEDICAL INSTRUMENTATION,3---3,L1,1226,M W 4 T 10,KARUNESH KR GUPTA,12/03 FN1,11/05 FN
2761,EEE F437,SEMICONDUCTOR FAB TECH,----4,L1,1203,M W F 10,RAHUL KUMAR,13/03 FN2,13/05 AN
2761,EEE F437,SEMICONDUCTOR FAB TECH,----4,P1,2116,S 4 5,"Deepak Pareek(RS), Rejaul(RS)",13/03 FN2,13/05 AN
2783,EEE F438,ELECTRIC VEHICLES,----3,L1,1234,M W 4 T 10,HITESH DATT MATHUR,12/03 FN1,11/05 FN
2865,EEE F439,COMM & COMP FOR DRON,3-1-4,L1,6162,M W 4 T 10,VINAY CHAMOLA,12/03 FN1,11/05 FN
2865,EEE F439,COMM & COMP FOR DRON,3-1-4,P1,,T 7 8,"Shubham Sharma(RS), Uday Mittal(RS)",12/03 FN1,11/05 FN
2865,EEE F439,COMM & COMP FOR DRON,3-1-4,P2,,Th 7 8,"Shubham Sharma(RS), Uday Mittal(RS)",12/03 FN1,11/05 FN
1855,EEE F474,ANTENNA THEO AND DESIGN,3-1-4,L1,CANCLED,,,14/03 FN1,15/05 FN
1855,EEE F474,ANTENNA THEO AND DESIGN,3-1-4,P1,2237,T 7 8,"Satyam(RS), Sanjay Prakash Pathak(RS)",14/03 FN1,15/05 FN
1895,EEE F477,MODELING OF FIELD-EFFECT NANO,3---3,L1,1203,T Th F 2,V K CHAUBEY,09/03 FN1,02/05 FN
1716,EEE F491,SPECIAL PROJECT,----3,L1,CANCLED,,,,
462,EEE G510,RF MICROELECTRONICS,----5,L1,1225,T Th F 3,"PANKAJ ARORA, Anu Gupta",10/03 AN2,06/05 AN
2919,EEE G523,PROCESSOR ARCHITECTURE AND DES,----5,L1,1201,M W 5 Th 10,SAI SESHA CHALAPATHI ..,13/03 AN2,14/05 AN
2919,EEE G523,PROCESSOR ARCHITECTURE AND DES,----5,P1,2238,T 7 8,Laxmi(RS),13/03 AN2,14/05 AN
2919,EEE G523,PROCESSOR ARCHITECTURE AND DES,----5,P2,2238,M 7 8,Divya Vyas(RS),13/03 AN2,14/05 AN
2921,EEE G525,WIRELESS COMMUNICATION SYSTEMS,----5,L1,6104(T) 6160(M W),M W 3 T 9,"SYED MOHAMMAD ZAFARUD..",12/03 AN2,12/05 AN
2921,EEE G525,WIRELESS COMMUNICATION SYSTEMS,----5,P1,2237,Th 7 8,"Satyam(RS), Rayees Ahmad Wani(RS)",12/03 AN2,12/05 AN
2939,EEE G526,LIGHTWAVE ENGINEERING,3-2-5,L1,1232,M W F 9,RAHUL SINGHAL,11/03 AN2,09/05 AN
2939,EEE G526,LIGHTWAVE ENGINEERING,3-2-5,P1,2237,Th 4 5,"Abhishek Karwa(RS), Rayees Ahmad Wani(RS)",11/03 AN2,09/05 AN
2941,EEE G540,ADVANCED CONTROL TECHNIQUES FO,3-2-5,L1,1234,M W F 5,ADITYA RAW GAUTAM,14/03 AN2,14/05 AN
2941,EEE G540,ADVANCED CONTROL TECHNIQUES FO,3-2-5,P1,2118,T 4 5,"Ankiet Saxena(RS), Vedant Vyas(RS)",14/03 AN2,14/05 AN
2928,EEE G548,DISTR. & NETWORKED EMB. SYS.,----4,L1,1223,M W F 8,VINAY CHAMOLA,10/03 FN2,05/05 AN
816,EEE G552,SOLID STATE DRIVES,3-2-5,L1,1204,M W F 8,ASHISH PATEL .,10/03 FN2,05/05 AN
816,EEE G552,SOLID STATE DRIVES,3-2-5,P1,2118,Th 4 5,"Ashish Patel ., Ujjwala Rai(RS)",10/03 FN2,05/05 AN
1143,FIN F212,FUNDA OF FIN AND ACCOUNT,----3,L1,5105,M W F 7,"APRAJITA PANDEY, Debata Byomakesh",14/03 FN1,15/05 FN
1658,FIN F266,STUDY PROJECT,----3,L1,,,KRISHNA M,,
1539,FIN F311,DERIVATIVES & RISK MGMT,3---3,L1,6109,M W F 11,ADITYA SHARMA,10/03 FN2,05/05 AN
1542,FIN F315,FINANCIAL MANAGEMENT,3---3,L1,6109,M W F 9,"ARYA KUMAR, Aditya Sharma",11/03 AN1,09/05 FN
1942,FIN F414,FINANCIAL RISK ANAL AND MGMT,3---3,L1,6164,M W F 11,DEBATA BYOMAKESH,10/03 FN2,05/05 AN
1135,GS F223,INTRO TO MASS COMM,3---3,L1,6103,T Th F 4,SUSHILA SHEKHAWAT,09/03 AN1,04/05 FN
1169,GS F231,DYN OF SOCIAL CHANGE,3---3,L1,6105,T Th F 5,MADHURIMA DAS,11/03 FN1,08/05 FN
1170,GS F232,INTRODUCTORY PSYCHOLOGY,3---3,L1,6155,M W F 8,TANU SHUKLA,10/03 FN1,05/05 FN
1171,GS F233,PUBLIC POLICY,3---3,L1,6156,M W F 8,NATASHA HAZARIKA,10/03 FN1,05/05 FN
1172,GS F234,DEVELOPMENT ECONOMICS,3---3,L1,6162,M W 3 Th 9,LEELA RANI,14/03 AN1,16/05 FN
1158,GS F241,CREATIVE WRITING,2-1-3,L1,6162,T Th F 3,DEVIKA,10/03 AN1,06/05 FN
1159,GS F242,CULTURAL STUDIES,3---3,L1,6156,M W F 7,SUSAN HARIS,14/03 FN1,15/05 FN
1160,GS F243,CURRENT AFFAIRS,3---3,L1,6155,M W 2 T 9,SANJIV KUMAR CHOUDHARY,12/03 AN1,12/05 FN
1161,GS F244,REPORT & WRITE FOR MEDIA,2-1-3,L1,6155,T Th F 4,GAJENDRA SINGH CHAUHAN,09/03 AN1,04/05 FN
1165,GS F245,EFFECTIVE PUBLIC SPEAK,2-1-3,L1,6155,M W 4 T 10,PUSHP LATA,12/03 FN1,11/05 FN
1659,GS F266,STUDY PROJECT,----3,L1,,,SANGEETA SHARMA,,
1174,GS F312,APPLIED PHILOSOPHY,3---3,L1,CANCLED,,,10/03 FN1,05/05 FN
1914,GS F313,MARXIAN THOUGHTS,3---3,L1,2203,T Th F 4,PAUL MATHEW,09/03 AN1,04/05 FN
1137,GS F322,CRITI ANAL OF LIT & CINE,3---3,L1,6152,M W F 8,PRATEEK,10/03 FN1,05/05 FN
1175,GS F331,TECH IN SOCIAL RESEARCH,3---3,L1,6156,T Th F 5,TANU SHUKLA,11/03 FN1,08/05 FN
1176,GS F332,CONTEMPORARY INDIA,3---3,L1,6156,T Th F 4,VEENA R,09/03 AN1,04/05 FN
1177,GS F333,PUBLIC ADMINISTRATION,3---3,L1,6161,M W F 7,SAILAJA NANDIGAMA,14/03 FN1,15/05 FN
1178,GS F334,GLOBAL BUSINESS TEC & KS,3---3,L1,6153,M W F 8,PRAVEEN GOYAL,10/03 FN1,05/05 FN
1164,GS F342,COMPUTER MEDIATED COMM,3---3,L1,6101,T Th F 4,VIRENDRA SINGH NIRBAN,09/03 AN1,04/05 FN
1168,GS F343,SHORT FILM & VIDEO PROD,----3,L1,6152,M W 3 Th 9,SUSHILA SHEKHAWAT,14/03 AN1,16/05 FN
1873,GS F344,COPYWRITING,2---2,L1,6102,M W 7,GAJENDRA SINGH CHAUHAN,14/03 FN1,15/05 FN
1733,GS F366,LABORATORY PROJECT,----3,L1,,,SANGEETA SHARMA,,
1744,GS F367,LABORATORY PROJECT,----3,L1,CANCLED,,,,
1693,GS F376,DESIGN PROJECT,----3,L1,,,SANGEETA SHARMA,,
1760,GS F377,DESIGN PROJECT,----3,L1,,,SANGEETA SHARMA,,
1718,GS F491,SPECIAL PROJECT,----3,L1,,,SANGEETA SHARMA,,
2993,HSS F101,UNDERSTANDING SELF AND SOCIETY,----2,L1,,M W 10,"SAILAJA NANDIGAMA, Sangeeta Sharma, Pushp Lata, Devika, Sushila Shekhawat, Sanjiv Kumar Choudhary, Gajendra Singh Chauhan, Tanu Shukla, Rajneesh Choubisa, Anupam Yadav, Vinay Chamola, CHINTALAPALLI VIJ.. (Co), Satyendra Kumar Mourya, Veena R, Paul Mathew, Prateek, Natasha Hazarika, Hricha Rashmi, Susan Haris, Shriya Raina, Madhurima Das, Virendra Singh Nirban",13/03 AN2,14/05 AN
1603,HSS F222,LINGUISTICS,3---3,L1,6108,M W F 8,SANJIV KUMAR CHOUDHARY,10/03 FN1,05/05 FN
1596,HSS F223,APPR OF INDIAN MUSIC,3---3,L1,6104,M W F 8,HRICHA RASHMI,10/03 FN1,05/05 FN
2447,HSS F224,ENGLISH SKILLS FOR ACADEMICS,3---3,L1,1223,M W F 7,CHINTALAPALLI VIJAYAK..,14/03 FN1,15/05 FN
1150,HSS F226,POST MODERNISM,3---3,L1,6152,M W F 7,DEVIKA,14/03 FN1,15/05 FN
1627,HSS F235,INTRODUCTORY PHILOSOPHY,3---3,L1,6102,T Th F 4,ANUPAM YADAV,09/03 AN1,04/05 FN
1628,HSS F236,SYMBOLIC LOGIC,3---3,L1,6156,M W 2 T 9,ANUPAM YADAV,12/03 AN1,12/05 FN
2425,HSS F247,SOCIAL INFORMATICS,3---3,L1,6101,M W 2 T 9,VIRENDRA SINGH NIRBAN,12/03 AN1,12/05 FN
2522,HSS F250,COMICS AND VISUAL CULTURE,3---3,L1,1205,M W F 7,SHRIYA RAINA,14/03 FN1,15/05 FN
1776,HSS F266,STUDY PROJECT,----3,L1,,,SANGEETA SHARMA,,
1643,HSS F316,POP LITER & CULT S ASIA,3---3,L1,1203,T Th F 4,SHRIYA RAINA,09/03 AN1,04/05 FN
1777,HSS F323,ORGANIZATIONAL PSYCHOLOGY,3---3,L1,6105,T Th F 4,RAJNEESH CHOUBISA,09/03 AN1,04/05 FN
1609,HSS F328,HUMAN RESOURCE DEVELOP,3---3,L1,2203,M W F 7,RAJNEESH CHOUBISA,14/03 FN1,15/05 FN
1597,HSS F329,MUSICOLOGY-AN INTRODUCTN,3---3,L1,6163,T Th F 4,HRICHA RASHMI,09/03 AN1,04/05 FN
1601,HSS F332,CINEMATIC ART,----3,L1,6109,M W F 7,PAUL MATHEW,14/03 FN1,15/05 FN
1599,HSS F334,SRIMAD BHAGAVAD GITA,3---3,L1,6164,T Th F 4,VINAY CHAMOLA,11/03 FN2,08/05 AN
1599,HSS F334,SRIMAD BHAGAVAD GITA,3---3,L2,6101,T Th F 5,Pratik Narang,11/03 FN2,08/05 AN
1623,HSS F343,PROFESSIONAL ETHICS,3---3,L1,6104,T Th F 4,KUMAR NEERAJ SACHDEV,09/03 AN1,04/05 FN
1626,HSS F346,INTERNATIONAL RELATIONS,3---3,L1,1203,M W F 7,VEENA R,14/03 FN1,15/05 FN
1828,HSS F349,ECOCRITICISM,3---3,L1,6155,T Th F 2,SUSAN HARIS,09/03 FN1,02/05 FN
2630,HSS F380,PERFORMANCE STUDIES,----3,L1,6156,M W 3 Th 9,PRATEEK,14/03 AN1,16/05 FN
2631,HSS F381,ENVIRONMENTAL SUSTAIN VENTURES,----3,L1,5103,M F 11 12,NATASHA HAZARIKA,,
2500,INSTR F216,ELECTRONIC DEV SIMULATION LAB,--2-2,L1,,,RAHUL KUMAR,,
2500,INSTR F216,ELECTRONIC DEV SIMULATION LAB,--2-2,P1,,W 10 11,"Pradeep Verma(RS), Keerthana P. Balakris..(RS)",,
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,L1C,5105,M W 5 Th 10,Janardan Prasad Misra,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,L2E,5102,M W 5 Th 10,MEETHA V. SHENOY,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T1C,6102,F 9,Tejasvi Alladi,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T2C,6105,F 9,Gopal Singh Phartiyal,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T3C,5106,W 1,Pranjal Vyas,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T4C,6108,W 9,Tejasvi Alladi,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T5C,6105,W 9,Gopal Singh Phartiyal,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T6E,5101,W 1,Sai Sesha Chalapathi Ga..,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T7E,1234,W 9,Sai Sesha Chalapathi Ga..,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T8E,1204,W 9,Meetha V. Shenoy,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T9E,1205,W 9,Balamurugan P(RS),13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,T10E,1223,W 9,Govind Prasad,13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P1C,6013,F 1 2,Tulika Tewari(RS),13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P2C,6114,F 1 2,Suvrojyoti Biswas(RS),13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P3C,6116,T 1 2,Vijay Shankar A(RS),13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P4C,6116,T 1 2,Rudresh Pillai(RS),13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P5C,6118,T 1 2,Devanshu Sahoo(RS),13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P6C,6118,Th 1 2,Nivedan Yakolli(RS),13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P7C,6119,Th 1 2,Raja Piyush(RS),13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P8C,6018,Th 1 2,Priyanka Jain(RS),13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P9E,6114,M 1 2,"Raman(RS), Aniket Kumar(RS)",13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P10E,6116,M 1 2,"Ankit Sharma(RS), Adif Alam(RS)",13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P11E,6019,T 7 8,"Aishwarya B. Mudennavar(RS), Vipin KR Saraogi(RS)",13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P12E,6114,T 7 8,"Abhishek Karwa(RS), Kadam Aparajita Dnyan..(RS)",13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P13E,6116,Th 7 8,"Aniket Kumar(RS), Vipin KR Saraogi(RS)",13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P14E,6117,Th 7 8,"Jaya Sharma(RS), Akhil Misra(RS)",13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P15E,6114,W 1 2,"Jaya Sharma(RS), Jeevan Kittur(RS)",13/03 AN1,14/05 FN
1341,INSTR F241,MICROPROC & INTERFACING,3-1-4,P16E,6116,W 1 2,"Aishwarya B. Mudennavar(RS), Laveena Dadhich(RS)",13/03 AN1,14/05 FN
1342,INSTR F242,CONTROL SYSTEMS,3---3,L1,5101,T Th F 3,PUNEET MISHRA,10/03 AN1,06/05 FN
1342,INSTR F242,CONTROL SYSTEMS,3---3,L2,1201,T Th F 3,Prashant Kumar,10/03 AN1,06/05 FN
1342,INSTR F242,CONTROL SYSTEMS,3---3,T1,1201,T 1,Pawan Kamalkishor Ajmera,10/03 AN1,06/05 FN
1342,INSTR F242,CONTROL SYSTEMS,3---3,T2,1223,T 1,Prashant Kumar,10/03 AN1,06/05 FN
1342,INSTR F242,CONTROL SYSTEMS,3---3,T3,1227,T 1,Puneet Mishra,10/03 AN1,06/05 FN
1342,INSTR F242,CONTROL SYSTEMS,3---3,T4,1233,T 1,Hari Om Bansal,10/03 AN1,06/05 FN
1342,INSTR F242,CONTROL SYSTEMS,3---3,T5,1234,T 1,Aditya Raw Gautam,10/03 AN1,06/05 FN
1343,INSTR F243,SIGNALS & SYSTEMS,3---3,L1,5101,T Th F 2,PAWAN KAMALKISHOR AJM..,09/03 FN1,02/05 FN
1343,INSTR F243,SIGNALS & SYSTEMS,3---3,L2,1201,T Th F 2,Sambangi Ramesh,09/03 FN1,02/05 FN
1343,INSTR F243,SIGNALS & SYSTEMS,3---3,T1,5101,F 9,Syed Mohammad Zafaruddin,09/03 FN1,02/05 FN
1343,INSTR F243,SIGNALS & SYSTEMS,3---3,T2,5102,F 9,Sambangi Ramesh,09/03 FN1,02/05 FN
1343,INSTR F243,SIGNALS & SYSTEMS,3---3,T3,5105,F 9,Pankaj Arora,09/03 FN1,02/05 FN
1343,INSTR F243,SIGNALS & SYSTEMS,3---3,T4,5106,F 9,Pawan Kamalkishor Ajmera,09/03 FN1,02/05 FN
1343,INSTR F243,SIGNALS & SYSTEMS,3---3,T5,1202,F 9,Dinesh Rano,09/03 FN1,02/05 FN
1344,INSTR F244,MICROELECTRONIC CIRCUITS,3---3,L1,5101,M W 4 T 10,ANU GUPTA,12/03 FN1,11/05 FN
1344,INSTR F244,MICROELECTRONIC CIRCUITS,3---3,L2,1227,M W 4 T 10,Neeraj Mishra,12/03 FN1,11/05 FN
1344,INSTR F244,MICROELECTRONIC CIRCUITS,3---3,T1,5101,F 1,Neeraj Mishra,12/03 FN1,11/05 FN
1344,INSTR F244,MICROELECTRONIC CIRCUITS,3---3,T2,5106,F 1,Nitin Chaturvedi,12/03 FN1,11/05 FN
1344,INSTR F244,MICROELECTRONIC CIRCUITS,3---3,T3,5102,F 1,Govind Prasad,12/03 FN1,11/05 FN
1344,INSTR F244,MICROELECTRONIC CIRCUITS,3---3,T4,1201,F 1,Sambangi Ramesh,12/03 FN1,11/05 FN
1344,INSTR F244,MICROELECTRONIC CIRCUITS,3---3,T5,1234,F 1,Prashant Kumar,12/03 FN1,11/05 FN
1660,INSTR F266,STUDY PROJECT,----3,L1,,,NAVNEET GUPTA,,
1348,INSTR F341,ANALOG ELECTRONICS,3-1-4,L1,6109,M W 3 Th 9,ARNAB HAZRA,14/03 AN1,16/05 FN
1348,INSTR F341,ANALOG ELECTRONICS,3-1-4,L2,5101,M W 3 Th 9,V K Chaubey,14/03 AN1,16/05 FN
1348,INSTR F341,ANALOG ELECTRONICS,3-1-4,T1,1205,T 9,Nitin Chaturvedi,14/03 AN1,16/05 FN
1348,INSTR F341,ANALOG ELECTRONICS,3-1-4,T2,1202,T 9,Satyendra Kumar Mourya,14/03 AN1,16/05 FN
1348,INSTR F341,ANALOG ELECTRONICS,3-1-4,T3,1204,T 9,Govind Prasad,14/03 AN1,16/05 FN
1348,INSTR F341,ANALOG ELECTRONICS,3-1-4,T4,1226,T 9,Shubha Sharma,14/03 AN1,16/05 FN
1348,INSTR F341,ANALOG ELECTRONICS,3-1-4,T5,1223,T 9,Praveen Kumar A.V.,14/03 AN1,16/05 FN
1348,INSTR F341,ANALOG ELECTRONICS,3-1-4,T6,1201,T 9,Arnab Hazra,14/03 AN1,16/05 FN
1348,INSTR F341,ANALOG ELECTRONICS,3-1-4,P1,2241,F 1 2,"Khichar Anita Omprakash(RS), Rohit Kumar(RS)",14/03 AN1,16/05 FN
